controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
88260821-2018;2018;julho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;19:32:51;10:00;Bangu;Rio de Janeiro;AISP 14;RISP 02;Ignorado;masculino;53;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;20/07/2018;20/07/2018;29/12/1964
88277581-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;074a. Alcantara;12:54:31;22:56;Colubande;São Gonçalo;AISP 07;RISP 04;Hospital, clinica e similares;masculino;22;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;31/03/2018;3/04/2018;8/06/1995
88296391-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;01:39:50;21:00;< bairro nao cadastrado >;Cabo Frio;AISP 25;RISP 04;Ignorado;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;27/08/2018;27/08/2018; 
88299631-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;13:48:56;10:30;Andorinhas - santo aleixo;Magé;AISP 34;RISP 03;Residência;masculino;21;parda;Ignorado;Ignorado;Ignorado;Andorinhas - santo aleixo;Mage;8/07/2018;8/07/2018;1/11/1996
88308151-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;14:39:46;05:40;Vilar dos telles;São João de Meriti;AISP 21;RISP 03;Via pública;masculino;20;branca;1º Grau completo;Estudante;Nenhuma;Jardim glaucea;Belford roxo;3/10/2018;3/10/2018;29/04/1998
88344941-2018;2018;maio;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;060a. Campos Elíseos;11:57:16;00:00;Vila rosario;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;4/05/2018;4/05/2018; 
88399661-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;022a. Penha;022a. Penha;18:38:54;12:00;Penha;Rio de Janeiro;AISP 16;RISP 01;Hospital, clinica e similares;masculino;18;preta;Ignorado;Desempregado(a);Ignorado;Doutor laureano;Duque de caxias;7/03/2018;7/03/2018;8/12/1999
88403401-2018;2018;janeiro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;063a. Japerí;02:09:59;06:00;Eng. pedreira;Japeri;AISP 24;RISP 03;Via pública;masculino; ;branca;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/01/2018;14/01/2018; 
88423341-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;021a. Bonsucesso;16:57:58;06:00;Manguinhos;Rio de Janeiro;AISP 22;RISP 01;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;25/01/2018;25/01/2018; 
88462161-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;06:36:52;16:54;Posse;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;feminino;35;branca;Ignorado;Do lar;Nenhuma;Cacuia;Nova iguacu;3/09/2018;4/09/2018;7/06/1983
88464911-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;17:48:08;12:50;Neves;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;24;branca;Ignorado;Ignorado;Ignorado;Neves;Sao goncalo;8/05/2018;8/05/2018;22/06/1993
88489141-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;078a. Fonseca;078a. Fonseca;14:43:46;14:00;Fonseca;Niterói;AISP 12;RISP 04;Hospital, clinica e similares;masculino;22;branca;1º Grau completo;Auxiliar de serviços gerais;Nenhuma;Santo antonio;Engenheiro paulo de frontin;20/07/2018;20/07/2018;12/01/1996
88489141-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;078a. Fonseca;078a. Fonseca;14:43:46;14:00;Fonseca;Niterói;AISP 12;RISP 04;Hospital, clinica e similares;masculino;47;ignorado;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;20/07/2018;20/07/2018;25/01/1971
88491621-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;065a. Magé;22:15:10;12:30;Vila esperanca;Magé;AISP 34;RISP 03;Via pública;masculino;23;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;28/02/2018;28/02/2018;3/01/1995
88513251-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;21:14:16;12:30;Vila alzira/sao roque;Queimados;AISP 24;RISP 03;Outros;masculino;20;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;16/12/2018;16/12/2018;2/01/1998
88537781-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;13:31:47;16:00;Acari;Rio de Janeiro;AISP 41;RISP 02;Favela;masculino;35;preta;1º Grau incompleto;Ignorado;Ignorado;Acari.;Rio de janeiro;24/06/2018;24/06/2018;10/12/1982
88541221-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;027a. Vicente de Carvalho;01:50:45;18:00;Vicente de carvalho;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino;33;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;1/06/2018;1/06/2018;25/05/1985
88549991-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;06:01:18;19:30;Heliopolis;Belford Roxo;AISP 39;RISP 03;Residência;masculino;35;parda;1º Grau incompleto;Desempregado(a);Ignorado;Boa esperanca;Casimiro de abreu;23/10/2018;23/10/2018;22/12/1982
88549991-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;06:01:18;19:30;Heliopolis;Belford Roxo;AISP 39;RISP 03;Residência;feminino;41;preta;1º Grau incompleto;Do lar;Ignorado;Belford roxo;Belford roxo;23/10/2018;23/10/2018;7/03/1977
88560241-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;18:13:10;15:00;Vila tiradentes;São João de Meriti;AISP 21;RISP 03;Via pública;masculino;46;preta;Ignorado;Ignorado;Ignorado;Vila tiradentes;Sao joao de meriti;12/02/2018;12/02/2018;17/03/1971
88577071-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;032a. Taquara;11:12:17;05:00;Gardenia azul;Rio de Janeiro;AISP 18;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;6/05/2018;6/05/2018; 
88577071-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;032a. Taquara;11:12:17;05:00;Gardenia azul;Rio de Janeiro;AISP 18;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;6/05/2018;6/05/2018; 
88642551-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;054a. Belford Roxo;054a. Belford Roxo;11:26:45;08:41;sem informação;Belford Roxo;AISP 39;RISP 03;Ignorado;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;5/04/2018;5/04/2018; 
88642911-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;04:23:20;20:00;Parque novo mundo;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;34;branca;1º Grau incompleto;Serventuário(a) da justiça;Ignorado;Novo joquei;Campos dos goytacazes;18/01/2018;18/01/2018;1/08/1983
88705191-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;088a. Barra do Piraí;088a. Barra do Piraí;00:31:24;21:00;Dorandia;Barra do Piraí;AISP 10;RISP 05;Campo;masculino;28;preta;Ignorado;Ignorado;Ignorado;Ipiabas;Barra do pirai;18/11/2018;18/11/2018;24/05/1990
88717991-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;039a. Pavuna;21:46:06;18:00;Pavuna;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino;17;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;30/01/2018;30/01/2018;14/12/2000
88760251-2018;2018;fevereiro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;09:38:03;00:00;Unamar;Cabo Frio;AISP 25;RISP 04;Outros;masculino; ;ignorado;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;19/02/2018;20/02/2018; 
88862281-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;22:53:45;13:00;Bom pastor;Belford Roxo;AISP 39;RISP 03;Ignorado;masculino;35;parda;2º Grau completo;Motorista;Ignorado;Vilar novo;Belford roxo;7/04/2018;7/04/2018;4/01/1983
88866861-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;15:56:30;09:00;Vila central;Queimados;AISP 24;RISP 03;Residência;masculino;39;parda;2º Grau incompleto;Desempregado(a);Ignorado;Vila central;Queimados;26/08/2018;26/08/2018;26/08/1979
88867261-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;17:03:05;11:00;Alto cajueiros;Macaé;AISP 32;RISP 06;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;13/12/2018;13/12/2018; 
88872951-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;16:21:59;10:00;sem informação;Nova Iguaçu;AISP 20;RISP 03;Outros;masculino; ;parda;Sem informação;sem informação;Outra;sem informação;sem informação;11/11/2018;11/11/2018; 
88873521-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;15:23:19;00:00;Nova cidade;Rio das Ostras;AISP 32;RISP 06;Via pública;masculino;22;parda;Ignorado;Ignorado;Nenhuma;Nova cidade;Rio das ostras;16/07/2018;16/07/2018;25/06/1996
88898411-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;17:55:27;19:00;Areal;Itaboraí;AISP 35;RISP 04;Via pública;masculino;21;preta;Ignorado;Ignorado;Ignorado;< bairro nao cadastrado >;Itaborai;18/04/2018;18/04/2018;27/01/1997
88924311-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;12:07:09;22:00;Realengo;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;33;parda;1º Grau incompleto;Desocupado(a);Ignorado;Batan;Rio de janeiro;6/08/2018;6/08/2018;2/12/1984
88924311-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;12:07:09;22:00;Realengo;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;26;parda;1º Grau incompleto;Pedreiro;Ignorado;Realengo;Rio de janeiro;6/08/2018;6/08/2018;11/03/1992
88945991-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;040a. Honório Gurgel;19:31:57;06:50;Coelho neto;Rio de Janeiro;AISP 09;RISP 02;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/06/2018;13/06/2018; 
88951981-2018;2018;setembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;147a. São Francisco de Itabapoana;147a. São Francisco de Itabapoana;13:17:48;05:30;Buena;São Francisco de Itabapoana;AISP 08;RISP 06;Via pública;masculino;61;preta;Ignorado;Aposentado(a);Ignorado;Buena;Sao francisco de itabapoana;16/09/2018;16/09/2018;20/09/1956
88962982-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;10:46:55;07:00;Vila dagmar;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;29;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;16/09/2018;16/09/2018;29/11/1988
88978171-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;21:57:56;15:20;Amapa;Belford Roxo;AISP 39;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;10/01/2018;10/01/2018; 
88987891-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;021a. Bonsucesso;12:55:53;19:00;Pista central;Rio de Janeiro;AISP 22;RISP 01;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;5/04/2018;5/04/2018; 
88994641-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;06:49:54;04:00;Vila rosali;São João de Meriti;AISP 21;RISP 03;Via pública;masculino;24;branca;1º Grau completo;Outros;Ignorado;Sao mateus;Sao joao de meriti;24/03/2018;24/03/2018;21/04/1993
89016181-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;035a. Campo Grande;035a. Campo Grande;20:08:42;06:00;Campo grande;Rio de Janeiro;AISP 40;RISP 02;Hospital, clinica e similares;masculino;17;parda;2º Grau incompleto;Estudante;Ignorado;Campo grande;Rio de janeiro;28/07/2018;28/07/2018;21/07/2001
89040421-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;099a. Itatiaia;099a. Itatiaia;10:41:24;22:00;< bairro nao cadastrado >;Itatiaia;AISP 37;RISP 05;Ignorado;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;30/08/2018;30/08/2018; 
89082381-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;00:10:55;18:30;Centro;São João de Meriti;AISP 21;RISP 03;Via pública;masculino;42;parda;Ignorado;Comerciante;Ignorado;Centro;Sao joao de meriti;11/06/2018;11/06/2018;27/08/1975
89144351-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;050a. Itaguaí;22:28:10;22:00;Engenho;Itaguaí;AISP 24;RISP 03;Residência;masculino;41;branca;Mestrado;Autônomo(a);Ignorado;Engenho;sem informação;23/07/2018;23/07/2018;8/10/1976
89145001-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;19:58:28;06:30;Padre miguel;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/11/2018;14/11/2018; 
89147121-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;22:33:09;11:00;Morada das galaxias;Itaboraí;AISP 35;RISP 04;Residência;masculino;26;parda;Ignorado;Ignorado;Nenhuma;Morada das galaxias;Itaborai;28/10/2018;28/10/2018;7/02/1992
89147121-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;22:33:09;11:00;Morada das galaxias;Itaboraí;AISP 35;RISP 04;Residência;feminino;18;branca;Ignorado;Ignorado;Nenhuma;Morada das galaxias;Itaborai;28/10/2018;28/10/2018;3/06/2000
89186671-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;06:27:50;00:00;Gramacho;Duque de Caxias;AISP 15;RISP 03;Outros;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;16/11/2018;16/11/2018; 
89196481-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;16:20:58;02:21;Posse;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;masculino; ;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;9/02/2018;9/02/2018; 
89200911-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;09:00:18;00:00;Rua do fogo;São Pedro da Aldeia;AISP 25;RISP 04;Via pública;masculino;22;preta;1º Grau incompleto;Outros;Ignorado;Jardim acacia/rua do fogo;Sao pedro da aldeia;24/12/2018;24/12/2018;11/10/1996
89207391-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;07:31:53;15:23;Km 32;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;masculino; ;preta;Sem informação;sem informação;Nenhuma;sem informação;sem informação;22/05/2018;23/05/2018; 
89225291-2018;2018;junho;Aborto;Outros;não se aplica;Lei Maria da Penha;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;17:46:57;12:20;Poco fundo;São Pedro da Aldeia;AISP 25;RISP 04;Residência;feminino; ;branca;Sem informação;sem informação;Companheiro(a);Poco fundo;Sao pedro da aldeia;22/06/2018;22/06/2018; 
89225291-2018;2018;junho;Feminicídio;Homicídio doloso;não se aplica;Lei Maria da Penha;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;17:46:57;11:30;Poco fundo;São Pedro da Aldeia;AISP 25;RISP 04;Residência;feminino; ;branca;Sem informação;sem informação;Companheiro(a);Poco fundo;Sao pedro da aldeia;22/06/2018;22/06/2018; 
89233391-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;16:26:00;13:00;Bongaba, piabeta;Magé;AISP 34;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;30/07/2018;30/07/2018; 
89243991-2018;2018;dezembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;072a. São Gonçalo;14:27:06;21:00;Rocha;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;34;preta;2º Grau completo;Desocupado(a);Nenhuma;Barreto;Niteroi;23/12/2018;26/12/2018;14/12/1984
89267321-2018;2018;abril;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;074a. Alcantara;074a. Alcantara;06:16:51;15:00;Colubande;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;75;preta;Ignorado;Ignorado;Nenhuma;Pita;Sao goncalo;21/04/2018;22/04/2018;20/10/1942
89287851-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;028a. Campinho;19:52:36;09:20;Praca seca;Rio de Janeiro;AISP 18;RISP 02;Via pública;masculino;29;parda;Alfabetizado(a);Ajudante de pedreiro;Ignorado;Cesar maia vargem pequena;Rio de janeiro;11/04/2018;11/04/2018;24/04/1988
89293891-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;062a. Imbariê;01:22:04;18:30;Jardim anhanga;Duque de Caxias;AISP 15;RISP 03;Residência;masculino;22;branca;2º Grau incompleto;Guia de turismo;Ignorado;sem informação;sem informação;29/11/2018;29/11/2018;21/05/1996
89294121-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;10:42:30;01:00;Novo horizonte;Magé;AISP 34;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;8/01/2018;8/01/2018; 
89375051-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Lei 9.099/95;vítimas;059a. Duque de Caxias;059a. Duque de Caxias;23:31:23;20:00;< bairro nao cadastrado >;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;28;preta;Ignorado;Ignorado;Ignorado;Vila leopoldina;Duque de caxias;31/10/2018;31/10/2018;2/09/1990
89446751-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;16:09:56;23:30;< bairro nao cadastrado >;São Pedro da Aldeia;AISP 25;RISP 04;Via pública;masculino;19;preta;Ignorado;Ignorado;Ignorado;Estacao;Sao pedro da aldeia;2/06/2018;3/06/2018;6/05/1999
89449411-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;16:49:00;14:00;Guadalupe;Rio de Janeiro;AISP 41;RISP 02;Ignorado;masculino;17;branca;1º Grau incompleto;Estudante;Ignorado;Campo grande;sem informação;12/10/2018;12/10/2018;20/01/2001
89486481-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;20:59:39;20:00;Posse;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;masculino; ;parda;Sem informação;sem informação;Nenhuma;sem informação;sem informação;6/07/2018;6/07/2018; 
89492311-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;007a. Santa Tereza;22:16:41;15:00;Santa tereza;Rio de Janeiro;AISP 05;RISP 01;Residência;masculino;76;branca;2º Grau completo;Pensionista;Vizinho(a);Santa teresa;Rio de janeiro;7/01/2018;7/01/2018;22/07/1941
89496421-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;035a. Campo Grande;02:51:28;13:00;Rio da prata;Rio de Janeiro;AISP 40;RISP 02;Via pública;feminino;37;branca;2º Grau completo;Desempregado(a);Ignorado;Campo grande;Rio de janeiro;15/05/2018;15/05/2018;12/01/1981
89510551-2018;2018;julho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;119a. Rio Bonito;119a. Rio Bonito;21:36:16;18:00;Mangueira;Rio Bonito;AISP 35;RISP 04;Via pública;masculino;24;parda;Ignorado;Ignorado;Ignorado;Mangueira;Rio bonito;5/07/2018;5/07/2018;23/07/1993
89555391-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;074a. Alcantara;07:53:56;16:00;Pacheco;São Gonçalo;AISP 07;RISP 04;Via pública;masculino; ;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;12/04/2018;12/04/2018; 
89555391-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;074a. Alcantara;07:53:56;16:00;Pacheco;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;23;parda;1º Grau incompleto;Desocupado(a);Ignorado;Sacramento;Sao goncalo;12/04/2018;12/04/2018;8/02/1995
89575311-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;061a. Xerém;02:47:00;01:00;Xerem;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;37;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;4/08/2018;4/08/2018;23/04/1981
89590901-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;029a. Madureira;12:18:12;07:30;Quintino;Rio de Janeiro;AISP 09;RISP 02;Via pública;masculino;44;parda;1º Grau incompleto;Empresário(a);Ignorado;Quintino - bocaiuva;Rio de janeiro;5/01/2018;5/01/2018;16/05/1973
89620451-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;031a. Ricardo Albuquerque;02:05:31;00:00;sem informação;Rio de Janeiro;AISP 41;RISP 02;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;10/10/2018;10/10/2018; 
89620451-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;031a. Ricardo Albuquerque;02:05:31;00:00;sem informação;Rio de Janeiro;AISP 41;RISP 02;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;10/10/2018;10/10/2018; 
